#E. coli strain K12
%4639221
!strand	slot	start	stop	opacity	thickness	type	label	mouseover
forward	1	705316	706980	1	1	gene	glnS	glnS 705316-706980
forward	1	1958086	1959819	1	1	gene	argS	argS 1958086-1959819
forward	1	938651	939943	1	1	gene	serS	serS 938651-939943
forward	1	1243951	1244205	1	1	gene	ymgE	ymgE 1243951-1244205
forward	1	2576686	2577636	1	1	gene	talA	talA 2576686-2577636
forward	1	8238	9191	1	1	gene	talB	talB 8238-9191
forward	1	1605370	1606128	1	1	gene	tam	tam 1605370-1606128
forward	1	2969619	2970659	1	1	gene	tas	tas 2969619-2970659
forward	1	4019532	4019801	1	1	gene	tatA	tatA 4019532-4019801
forward	1	4019808	4020322	1	1	gene	tatB	tatB 4019808-4020322
forward	1	4020325	4021101	1	1	gene	yigU	yigU 4020325-4021101
forward	1	4021131	4021751	1	1	gene	tatD	tatD 4021131-4021751
forward	1	658170	658373	1	1	gene	ybeC	ybeC 658170-658373
forward	1	384399	385418	1	1	gene	tauA	tauA 384399-385418
forward	1	385431	386198	1	1	gene	tauB	tauB 385431-386198
forward	1	386195	387022	1	1	gene	tauC	tauC 386195-387022
forward	1	387019	387870	1	1	gene	tauD	tauD 387019-387870
forward	1	3264895	3265239	1	1	gene	tdcR	tdcR 3264895-3265239
forward	1	1498597	1499589	1	1	gene	tehA	tehA 1498597-1499589
forward	1	1499586	1500179	1	1	gene	tehB	tehB 1499586-1500179
forward	1	580577	581320	1	1	gene	ybcX	ybcX 580577-581320
forward	1	1430435	1431010	1	1	gene	ynaC	ynaC 1430435-1431010
forward	1	2468781	2469125	1	1	gene	tfaS	tfaS 2468781-2469125
forward	1	425361	426488	1	1	gene	tgt	tgt 425361-426488
forward	1	3952952	3954496	1	1	gene	ilvA	ilvA 3952952-3954496
forward	1	2716755	2717174	1	1	gene	yfiG	yfiG 2716755-2717174
forward	1	440773	442221	1	1	gene	thiI	thiI 440773-442221
forward	1	434858	435835	1	1	gene	thiL	thiL 434858-435835
forward	1	3963376	3963705	1	1	gene	trxA	trxA 3963376-3963705
forward	1	3734	5020	1	1	gene	thrC	thrC 3734-5020
forward	1	2650355	2651359	1	1	gene	sseA	sseA 2650355-2651359
forward	1	454357	455655	1	1	gene	tig	tig 454357-455655
forward	1	3714927	3715913	1	1	gene	yiaE	yiaE 3714927-3715913
forward	1	2577656	2579659	1	1	gene	tktB	tktB 2577656-2579659
forward	1	3886359	3887774	1	1	gene	tnaA	tnaA 3886359-3887774
forward	1	3887865	3889112	1	1	gene	tnaB	tnaB 3887865-3889112
forward	1	775565	776830	1	1	gene	tolA	tolA 775565-776830
forward	1	776963	778255	1	1	gene	tolB	tolB 776963-778255
forward	1	3176125	3177612	1	1	gene	tolC	tolC 3176125-3177612
forward	1	774376	775068	1	1	gene	tolQ	tolQ 774376-775068
forward	1	775072	775500	1	1	gene	tolR	tolR 775072-775500
forward	1	1309113	1309832	1	1	gene	tonB	tonB 1309113-1309832
forward	1	1329072	1331669	1	1	gene	topA	topA 1329072-1331669
forward	1	1058479	1061025	1	1	gene	torA	torA 1058479-1061025
forward	1	1057307	1058479	1	1	gene	torC	torC 1057307-1058479
forward	1	1061022	1061621	1	1	gene	torD	torD 1061022-1061621
forward	1	1055484	1056512	1	1	gene	torT	torT 1055484-1056512
forward	1	3667222	3668871	1	1	gene	treF	treF 3667222-3668871
forward	1	3434155	3435531	1	1	gene	trkA	trkA 3434155-3435531
forward	1	1421806	1423263	1	1	gene	trkG	trkG 1421806-1423263
forward	1	4030735	4032033	1	1	gene	trkH	trkH 4030735-4032033
forward	1	3884457	3885821	1	1	gene	trmE	trmE 3884457-3885821
forward	1	3822142	3822831	1	1	gene	spoU	spoU 3822142-3822831
forward	1	1321244	1322125	1	1	gene	trpH	trpH 1321244-1322125
forward	1	4630329	4630655	1	1	gene	trpR	trpR 4630329-4630655
forward	1	3204104	3205015	1	1	gene	ttdA	ttdA 3204104-3205015
forward	1	3205012	3205617	1	1	gene	ttdB	ttdB 3205012-3205617
forward	1	3205665	3207128	1	1	gene	ygje	ygje 3205665-3207128
forward	1	3812079	3812717	1	1	gene	ttk	ttk 3812079-3812717
forward	1	1879936	1881021	1	1	gene	ttuC	ttuC 1879936-1881021
forward	1	1682283	1683212	1	1	gene	tus	tus 1682283-1683212
forward	1	4055987	4057762	1	1	gene	yihK	yihK 4055987-4057762
forward	1	4615798	4617120	1	1	gene	deoA	deoA 4615798-4617120
forward	1	4264693	4265886	1	1	gene	tyrB	tyrB 4264693-4265886
forward	1	1987704	1988915	1	1	gene	tyrP	tyrP 1987704-1988915
forward	1	1384744	1386285	1	1	gene	tyrR	tyrR 1384744-1386285
forward	1	4250595	4251467	1	1	gene	ubiA	ubiA 4250595-4251467
forward	1	4024117	4024818	1	1	gene	ubiB	ubiB 4024117-4024818
forward	1	4249974	4250582	1	1	gene	ubiC	ubiC 4249974-4250582
forward	1	4022578	4024071	1	1	gene	ubiD	ubiD 4022578-4024071
forward	1	4016442	4017197	1	1	gene	yigO	yigO 4016442-4017197
forward	1	694324	695499	1	1	gene	ubiF	ubiF 694324-695499
forward	1	2337587	2338309	1	1	gene	ubiG	ubiG 2337587-2338309
forward	1	4014018	4014779	1	1	gene	udp	udp 4014018-4014779
forward	1	1230409	1231677	1	1	gene	umuC	umuC 1230409-1231677
forward	1	1229990	1230409	1	1	gene	umuD	umuD 1229990-1230409
forward	1	2714774	2715463	1	1	gene	ung	ung 2714774-2715463
forward	1	197928	200360	1	1	gene	yaeT	yaeT 197928-200360
forward	1	1861853	1862758	1	1	gene	yeaD	yeaD 1861853-1862758
forward	1	3039333	3040313	1	1	gene	ygfZ	ygfZ 3039333-3040313
forward	1	194903	195664	1	1	gene	uppS	uppS 194903-195664
forward	1	504138	505790	1	1	gene	ushA	ushA 504138-505790
forward	1	3637741	3638175	1	1	gene	uspA	uspA 3637741-3638175
forward	1	1009187	1011094	1	1	gene	uup	uup 1009187-1011094
forward	1	812749	814770	1	1	gene	uvrB	uvrB 812749-814770
forward	1	3995596	3997758	1	1	gene	uvrD	uvrD 3995596-3997758
forward	1	4549205	4550389	1	1	gene	uxuA	uxuA 4549205-4550389
forward	1	4550470	4551930	1	1	gene	uxuB	uxuB 4550470-4551930
forward	1	4552145	4552918	1	1	gene	uxuR	uxuR 4552145-4552918
forward	1	3967706	3968875	1	1	gene	rffE	rffE 3967706-3968875
forward	1	3968872	3970134	1	1	gene	rffD	rffD 3968872-3970134
forward	1	3975137	3976217	1	1	gene	wecF	wecF 3975137-3976217
forward	1	3977569	3978309	1	1	gene	rffM	rffM 3977569-3978309
forward	1	3973890	3975140	1	1	gene	yifJ	yifJ 3973890-3975140
forward	1	3966643	3967692	1	1	gene	wzzE	wzzE 3966643-3967692
forward	1	2998367	3000625	1	1	gene	xdhA	xdhA 2998367-3000625
forward	1	3001511	3001990	1	1	gene	xdhC	xdhC 3001511-3001990
forward	1	3019337	3022207	1	1	gene	xdhD	xdhD 3019337-3022207
forward	1	3993900	3994796	1	1	gene	xerC	xerC 3993900-3994796
forward	1	255977	256435	1	1	gene	gpt	gpt 255977-256435
forward	1	3728760	3729752	1	1	gene	xylF	xylF 3728760-3729752
forward	1	3729830	3731371	1	1	gene	xylG	xylG 3729830-3731371
forward	1	3731349	3732530	1	1	gene	xylH	xylH 3731349-3732530
forward	1	3732608	3733786	1	1	gene	xylR	xylR 3732608-3733786
forward	1	4507288	4507701	1	1	gene	b4286	b4286 4507288-4507701
forward	1	27293	28207	1	1	gene	yaaF	yaaF 27293-28207
forward	1	45807	47138	1	1	gene	yaaU	yaaU 45807-47138
forward	1	5234	5530	1	1	gene	yaaX	yaaX 5234-5530
forward	1	21181	21399	1	1	gene	yaaY	yaaY 21181-21399
forward	1	89634	90092	1	1	gene	mraZ	mraZ 89634-90092
forward	1	90094	91035	1	1	gene	mraW	mraW 90094-91035
forward	1	47246	47776	1	1	gene	yabF	yabF 47246-47776
forward	1	71351	72115	1	1	gene	yabI	yabI 71351-72115
forward	1	58474	59124	1	1	gene	yabP	yabP 58474-59124
forward	1	59121	59279	1	1	gene	yabQ	yabQ 59121-59279
forward	1	107630	108217	1	1	gene	srrA	srrA 107630-108217
forward	1	137083	138633	1	1	gene	yacK	yacK 137083-138633
forward	1	134340	134750	1	1	gene	yacL	yacL 134340-134750
forward	1	146968	147870	1	1	gene	yadD	yadD 146968-147870
forward	1	145081	146310	1	1	gene	yadE	yadE 145081-146310
forward	1	142779	143705	1	1	gene	yadG	yadG 142779-143705
forward	1	143702	144472	1	1	gene	yadH	yadH 143702-144472
forward	1	144577	145017	1	1	gene	yadI	yadI 144577-145017
forward	1	176610	176954	1	1	gene	yadR	yadR 176610-176954
forward	1	222833	223408	1	1	gene	yaeD	yaeD 222833-223408
forward	1	214833	215255	1	1	gene	yaeJ	yaeJ 214833-215255
forward	1	196546	197898	1	1	gene	yaeL	yaeL 196546-197898
forward	1	214291	214836	1	1	gene	yaeQ	yaeQ 214291-214836
forward	1	211850	212266	1	1	gene	yaeR	yaeR 211850-212266
forward	1	256527	257771	1	1	gene	yafA	yafA 256527-257771
forward	1	229167	229970	1	1	gene	yafB	yafB 229167-229970
forward	1	231122	231922	1	1	gene	yafD	yafD 231122-231922
forward	1	231926	232549	1	1	gene	yafE	yafE 231926-232549
forward	1	244327	245094	1	1	gene	yafJ	yafJ 244327-245094
forward	1	246712	247461	1	1	gene	yafL	yafL 246712-247461
forward	1	247637	248134	1	1	gene	yafM	yafM 247637-248134
forward	1	252005	252298	1	1	gene	yafN	yafN 252005-252298
forward	1	252301	252699	1	1	gene	yafO	yafO 252301-252699
forward	1	252709	253161	1	1	gene	yafP	yafP 252709-253161
forward	1	234798	235538	1	1	gene	yafS	yafS 234798-235538
forward	1	237335	238120	1	1	gene	yafT	yafT 237335-238120
forward	1	281481	282410	1	1	gene	yagE	yagE 281481-282410
forward	1	282425	284392	1	1	gene	yagF	yagF 282425-284392
forward	1	284619	286001	1	1	gene	yagG	yagG 284619-286001
forward	1	286013	287623	1	1	gene	yagH	yagH 286013-287623
forward	1	290724	291455	1	1	gene	yagJ	yagJ 290724-291455
forward	1	302215	302829	1	1	gene	yagU	yagU 302215-302829
forward	1	331595	332683	1	1	gene	yahA	yahA 331595-332683
forward	1	334504	335109	1	1	gene	yahD	yahD 334504-335109
forward	1	335149	336012	1	1	gene	yahE	yahE 335149-336012
forward	1	336002	337549	1	1	gene	yahF	yahF 336002-337549
forward	1	337549	338967	1	1	gene	yahG	yahG 337549-338967
forward	1	338993	339313	1	1	gene	yahH	yahH 338993-339313
forward	1	340349	341731	1	1	gene	yahJ	yahJ 340349-341731
forward	1	342108	343157	1	1	gene	yahK	yahK 342108-343157
forward	1	343400	344215	1	1	gene	yahL	yahL 343400-344215
forward	1	344598	344873	1	1	gene	yahM	yahM 344598-344873
forward	1	345708	345983	1	1	gene	yahO	yahO 345708-345983
forward	1	406203	406394	1	1	gene	yaiA	yaiA 406203-406394
forward	1	400610	400870	1	1	gene	yaiB	yaiB 400610-400870
forward	1	402927	404042	1	1	gene	yaiC	yaiC 402927-404042
forward	1	407401	407685	1	1	gene	yaiE	yaiE 407401-407685
forward	1	404868	405446	1	1	gene	yaiI	yaiI 404868-405446
forward	1	375879	376535	1	1	gene	yaiL	yaiL 375879-376535
forward	1	389475	390935	1	1	gene	yaiT	yaiT 389475-390935
forward	1	392239	393642	1	1	gene	yaiU	yaiU 392239-393642
forward	1	393685	394353	1	1	gene	yaiV	yaiV 393685-394353
forward	1	397096	398190	1	1	gene	yaiW	yaiW 397096-398190
forward	1	398685	399029	1	1	gene	yaiZ	yaiZ 398685-399029
forward	1	426511	426843	1	1	gene	yajC	yajC 426511-426843
forward	1	429829	430176	1	1	gene	yajD	yajD 429829-430176
forward	1	409230	410276	1	1	gene	yajF	yajF 409230-410276
forward	1	443889	444398	1	1	gene	yajQ	yajQ 443889-444398
forward	1	475896	476249	1	1	gene	ybaA	ybaA 475896-476249
forward	1	493300	493629	1	1	gene	ybaB	ybaB 493300-493629
forward	1	432226	432675	1	1	gene	ybaD	ybaD 432226-432675
forward	1	490106	490483	1	1	gene	ybaN	ybaN 490106-490483
forward	1	467520	468065	1	1	gene	ybaO	ybaO 467520-468065
forward	1	507388	507783	1	1	gene	ybaQ	ybaQ 507388-507783
forward	1	511800	513092	1	1	gene	ybaT	ybaT 511800-513092
forward	1	463161	463532	1	1	gene	ybaV	ybaV 463161-463532
forward	1	463626	464024	1	1	gene	ybaW	ybaW 463626-464024
forward	1	474603	475175	1	1	gene	ybaY	ybaY 474603-475175
forward	1	518957	519643	1	1	gene	ybbA	ybbA 518957-519643
forward	1	526805	527173	1	1	gene	ybbC	ybbC 526805-527173
forward	1	527864	528124	1	1	gene	ybbD	ybbD 527864-528124
forward	1	515143	515820	1	1	gene	ybbL	ybbL 515143-515820
forward	1	515780	516586	1	1	gene	ybbM	ybbM 515780-516586
forward	1	519640	522054	1	1	gene	ybbP	ybbP 519640-522054
forward	1	536720	536998	1	1	gene	ybbV	ybbV 536720-536998
forward	1	539783	541090	1	1	gene	ybbY	ybbY 539783-541090
forward	1	568125	569651	1	1	gene	ybcK	ybcK 568125-569651
forward	1	570116	570667	1	1	gene	ybcL	ybcL 570116-570667
forward	1	570677	571474	1	1	gene	ybcM	ybcM 570677-571474
forward	1	571689	572144	1	1	gene	ybcN	ybcN 571689-572144
forward	1	572307	572597	1	1	gene	ybcO	ybcO 572307-572597
forward	1	579103	579309	1	1	gene	ybcW	ybcW 579103-579309
forward	1	621523	622773	1	1	gene	ybdA	ybdA 621523-622773
forward	1	628523	628936	1	1	gene	ybdB	ybdB 628523-628936
forward	1	631405	631599	1	1	gene	ybdd	ybdd 631405-631599
forward	1	632809	633969	1	1	gene	ybdL	ybdL 632809-633969
forward	1	641311	642549	1	1	gene	ybdR	ybdR 641311-642549
forward	1	613165	613380	1	1	gene	ybdz	ybdz 613165-613380
forward	1	657254	657481	1	1	gene	ybeH	ybeH 657254-657481
forward	1	674241	674723	1	1	gene	ybeL	ybeL 674241-674723
forward	1	657478	658041	1	1	gene	ybeM	ybeM 657478-658041
forward	1	675934	676641	1	1	gene	ybeR	ybeR 675934-676641
forward	1	676638	678065	1	1	gene	ybeS	ybeS 676638-678065
forward	1	678731	679438	1	1	gene	ybeU	ybeU 678731-679438
forward	1	679435	680886	1	1	gene	ybeV	ybeV 679435-680886
forward	1	728357	728563	1	1	gene	ybfA	ybfA 728357-728563
forward	1	732999	733325	1	1	gene	ybfB	ybfB 732999-733325
forward	1	734873	735442	1	1	gene	ybfC	ybfC 734873-735442
forward	1	737315	738076	1	1	gene	ybfD	ybfD 737315-738076
forward	1	709914	710165	1	1	gene	ybfj	ybfj 709914-710165
forward	1	719806	720060	1	1	gene	ybfk	ybfk 719806-720060
forward	1	736327	737184	1	1	gene	ybfL	ybfL 736327-737184
forward	1	707557	708963	1	1	gene	ybfM	ybfM 707557-708963
forward	1	709013	709339	1	1	gene	ybfN	ybfN 709013-709339
forward	1	733443	734876	1	1	gene	ybfO	ybfO 733443-734876
forward	1	714635	715129	1	1	gene	ybfP	ybfP 714635-715129
forward	1	738224	738733	1	1	gene	ybgA	ybgA 738224-738733
forward	1	773975	774379	1	1	gene	ybgC	ybgC 773975-774379
forward	1	773532	773825	1	1	gene	ybgE	ybgE 773532-773825
forward	1	778821	779612	1	1	gene	ybgF	ybgF 778821-779612
forward	1	767201	769834	1	1	gene	ybgB	ybgB 767201-769834
forward	1	742050	742793	1	1	gene	ybgI	ybgI 742050-742793
forward	1	742816	743472	1	1	gene	ybgJ	ybgJ 742816-743472
forward	1	743466	744398	1	1	gene	ybgK	ybgK 743466-744398
forward	1	744388	745122	1	1	gene	ybgL	ybgL 744388-745122
forward	1	773419	773529	1	1	gene	ybgt	ybgt 773419-773529
forward	1	797809	798804	1	1	gene	ybhE	ybhE 797809-798804
forward	1	799982	801034	1	1	gene	ybhH	ybhH 799982-801034
forward	1	801110	802543	1	1	gene	ybhI	ybhI 801110-802543
forward	1	802702	804987	1	1	gene	ybhJ	ybhJ 802702-804987
forward	1	819107	819811	1	1	gene	ybhL	ybhL 819107-819811
forward	1	820016	820729	1	1	gene	ybhM	ybhM 820016-820729
forward	1	823853	824263	1	1	gene	ybhQ	ybhQ 823853-824263
forward	1	793996	794145	1	1	gene	ybhT	ybhT 793996-794145
forward	1	834471	835433	1	1	gene	ybiB	ybiB 834471-835433
forward	1	835574	836659	1	1	gene	ybiC	ybiC 835574-836659
forward	1	841474	842481	1	1	gene	ybiN	ybiN 841474-842481
forward	1	852870	853988	1	1	gene	ybiR	ybiR 852870-853988
forward	1	855186	856778	1	1	gene	ybiT	ybiT 855186-856778
forward	1	890136	890423	1	1	gene	ybjC	ybjC 890136-890423
forward	1	915696	917354	1	1	gene	ybjD	ybjD 915696-917354
forward	1	897741	898868	1	1	gene	ybjF	ybjF 897741-898868
forward	1	886646	887182	1	1	gene	ybjK	ybjK 886646-887182
forward	1	889312	889689	1	1	gene	ybjM	ybjM 889312-889689
forward	1	892180	892656	1	1	gene	ybjN	ybjN 892180-892656
forward	1	897212	897700	1	1	gene	ybjO	ybjO 897212-897700
forward	1	903816	904139	1	1	gene	ybjQ	ybjQ 903816-904139
forward	1	904136	904966	1	1	gene	ybjR	ybjR 904136-904966
forward	1	918431	919573	1	1	gene	ybjY	ybjY 918431-919573
forward	1	919570	921516	1	1	gene	ybjZ	ybjZ 919570-921516
forward	1	945094	946242	1	1	gene	ycaD	ycaD 945094-946242
forward	1	963465	965807	1	1	gene	ycaI	ycaI 963465-965807
forward	1	937217	938560	1	1	gene	ycaJ	ycaJ 937217-938560
forward	1	948891	949481	1	1	gene	ycaK	ycaK 948891-949481
forward	1	959463	960251	1	1	gene	ycaL	ycaL 959463-960251
forward	1	946260	947882	1	1	gene	ycaM	ycaM 946260-947882
forward	1	955985	956677	1	1	gene	ycaP	ycaP 955985-956677
forward	1	968612	969844	1	1	gene	ycaQ	ycaQ 968612-969844
forward	1	969896	970078	1	1	gene	ycaR	ycaR 969896-970078
forward	1	980270	982117	1	1	gene	ycbB	ycbB 980270-982117
forward	1	1003143	1003880	1	1	gene	ycbF	ycbF 1003143-1003880
forward	1	1017708	1018160	1	1	gene	ycbG	ycbG 1017708-1018160
forward	1	970975	971868	1	1	gene	ycbJ	ycbJ 970975-971868
forward	1	982298	982846	1	1	gene	ycbK	ycbK 982298-982846
forward	1	982873	983520	1	1	gene	ycbL	ycbL 982873-983520
forward	1	997082	997630	1	1	gene	ycbQ	ycbQ 997082-997630
forward	1	997713	998414	1	1	gene	ycbR	ycbR 997713-998414
forward	1	998439	1001039	1	1	gene	ycbS	ycbS 998439-1001039
forward	1	1001030	1002100	1	1	gene	ycbT	ycbT 1001030-1002100
forward	1	1002112	1002654	1	1	gene	ycbU	ycbU 1002112-1002654
forward	1	1002614	1003177	1	1	gene	ycbV	ycbV 1002614-1003177
forward	1	1005139	1005717	1	1	gene	ycbW	ycbW 1005139-1005717
forward	1	1007067	1009175	1	1	gene	ycbY	ycbY 1007067-1009175
forward	1	1039668	1039757	1	1	gene	yccb	yccb 1039668-1039757
forward	1	1063259	1064515	1	1	gene	yccE	yccE 1063259-1064515
forward	1	1051290	1051460	1	1	gene	yccl	yccl 1051290-1051460
forward	1	1020361	1020990	1	1	gene	yccR	yccR 1020361-1020990
forward	1	1027088	1027582	1	1	gene	yccU	yccU 1027088-1027582
forward	1	1082599	1083870	1	1	gene	ycdB	ycdB 1082599-1083870
forward	1	1073465	1074103	1	1	gene	ycdC	ycdC 1073465-1074103
forward	1	1080579	1081408	1	1	gene	ycdN	ycdN 1080579-1081408
forward	1	1081466	1082593	1	1	gene	ycdO	ycdO 1081466-1082593
forward	1	1092099	1093457	1	1	gene	ycdT	ycdT 1092099-1093457
forward	1	1095066	1096052	1	1	gene	ycdU	ycdU 1095066-1096052
forward	1	1097070	1098047	1	1	gene	ycdW	ycdW 1097070-1098047
forward	1	1098102	1098839	1	1	gene	ycdX	ycdX 1098102-1098839
forward	1	1098863	1099417	1	1	gene	ycdY	ycdY 1098863-1099417
forward	1	1099471	1100010	1	1	gene	ycdZ	ycdZ 1099471-1100010
forward	1	1116030	1117082	1	1	gene	yceA	yceA 1116030-1117082
forward	1	1146017	1146538	1	1	gene	yceD	yceD 1146017-1146538
forward	1	1153335	1154357	1	1	gene	yceG	yceG 1153335-1154357
forward	1	1125380	1126027	1	1	gene	yceH	yceH 1125380-1126027
forward	1	1112802	1113029	1	1	gene	yceK	yceK 1112802-1113029
forward	1	1161108	1161467	1	1	gene	ycfF	ycfF 1161108-1161467
forward	1	1156000	1156797	1	1	gene	ycfH	ycfH 1156000-1156797
forward	1	1166822	1167361	1	1	gene	ycfJ	ycfJ 1166822-1167361
forward	1	1206724	1207353	1	1	gene	ycfK	ycfK 1206724-1207353
forward	1	1161470	1161847	1	1	gene	ycfL	ycfL 1161470-1161847
forward	1	1161861	1162502	1	1	gene	ycfM	ycfM 1161861-1162502
forward	1	1162483	1163307	1	1	gene	ycfN	ycfN 1162483-1163307
forward	1	1164309	1164908	1	1	gene	ycfP	ycfP 1164309-1164908
forward	1	1168296	1168553	1	1	gene	ycfR	ycfR 1168296-1168553
forward	1	1177816	1178727	1	1	gene	ycfX	ycfX 1177816-1178727
forward	1	1216509	1218074	1	1	gene	ycgG	ycgG 1216509-1218074
forward	1	1225823	1226191	1	1	gene	ycgJ	ycgJ 1225823-1226191
forward	1	1226904	1227230	1	1	gene	ycgL	ycgL 1226904-1227230
forward	1	1227302	1227961	1	1	gene	ycgM	ycgM 1227302-1227961
forward	1	1228023	1228499	1	1	gene	ycgN	ycgN 1228023-1228499
forward	1	1244383	1244823	1	1	gene	ycgY	ycgY 1244383-1244823
forward	1	1215012	1215248	1	1	gene	ycgZ	ycgZ 1215012-1215248
forward	1	1266543	1267352	1	1	gene	ychA	ychA 1266543-1267352
forward	1	1297821	1298468	1	1	gene	ychE	ychE 1297821-1298468
forward	1	1258014	1258292	1	1	gene	ychH	ychH 1258014-1258292
forward	1	1288429	1289373	1	1	gene	ychK	ychK 1288429-1289373
forward	1	1273148	1274401	1	1	gene	ychP	ychP 1273148-1274401
forward	1	1266147	1266539	1	1	gene	ychQ	ychQ 1266147-1266539
forward	1	1340679	1341008	1	1	gene	yciH	yciH 1340679-1341008
forward	1	1324876	1325751	1	1	gene	yciL	yciL 1324876-1325751
forward	1	1338582	1339751	1	1	gene	yciM	yciM 1338582-1339751
forward	1	1322086	1322742	1	1	gene	yciO	yciO 1322086-1322742
forward	1	1322770	1324665	1	1	gene	yciQ	yciQ 1322770-1324665
forward	1	1338267	1338575	1	1	gene	yciS	yciS 1338267-1338575
forward	1	1333184	1333485	1	1	gene	cysB	cysB 1333184-1333485
forward	1	1359935	1360492	1	1	gene	ycjC	ycjC 1359935-1360492
forward	1	1383535	1384596	1	1	gene	ycjF	ycjF 1383535-1384596
forward	1	1386912	1387919	1	1	gene	ycjG	ycjG 1386912-1387919
forward	1	1359132	1359908	1	1	gene	ycjL	ycjL 1359132-1359908
forward	1	1369933	1371225	1	1	gene	ycjN	ycjN 1369933-1371225
forward	1	1371246	1372127	1	1	gene	ycjO	ycjO 1371246-1372127
forward	1	1372114	1372956	1	1	gene	ycjP	ycjP 1372114-1372956
forward	1	1372987	1374039	1	1	gene	ycjQ	ycjQ 1372987-1374039
forward	1	1374049	1374846	1	1	gene	ycjR	ycjR 1374049-1374846
forward	1	1374856	1375911	1	1	gene	ycjS	ycjS 1374856-1375911
forward	1	1375908	1378175	1	1	gene	ycjT	ycjT 1375908-1378175
forward	1	1378845	1379813	1	1	gene	ycjV	ycjV 1378845-1379813
forward	1	1382141	1383538	1	1	gene	ycjX	ycjX 1382141-1383538
forward	1	1390015	1390914	1	1	gene	ycjZ	ycjZ 1390015-1390914
forward	1	3976214	3977566	1	1	gene	wzyE	wzyE 3976214-3977566
forward	1	1404003	1404566	1	1	gene	ydaL	ydaL 1404003-1404566
forward	1	1406074	1407057	1	1	gene	ydaN	ydaN 1406074-1407057
forward	1	1418389	1418685	1	1	gene	ydas	ydas 1418389-1418685
forward	1	1418708	1419130	1	1	gene	ydaT	ydaT 1418708-1419130
forward	1	1419143	1420000	1	1	gene	ydaU	ydaU 1419143-1420000
forward	1	1420007	1420753	1	1	gene	ydaV	ydaV 1420007-1420753
forward	1	1420725	1421336	1	1	gene	ydaW	ydaW 1420725-1421336
forward	1	1423645	1424004	1	1	gene	ydaY	ydaY 1423645-1424004
forward	1	1463416	1472034	1	1	gene	ydbA	ydbA 1463416-1472034
forward	1	1472245	1473105	1	1	gene	ydbC	ydbC 1472245-1473105
forward	1	1473162	1475474	1	1	gene	ydbD	ydbD 1473162-1475474
forward	1	1441075	1443714	1	1	gene	ydbH	ydbH 1441075-1443714
forward	1	1439082	1439345	1	1	gene	ydbj	ydbj 1439082-1439345
forward	1	1443898	1444230	1	1	gene	ydbL	ydbL 1443898-1444230
forward	1	1489701	1489874	1	1	gene	ydcA	ydcA 1489701-1489874
forward	1	1529840	1530976	1	1	gene	ydcC	ydcC 1529840-1530976
forward	1	1527946	1528428	1	1	gene	ydcD	ydcD 1527946-1528428
forward	1	1531076	1531309	1	1	gene	ydcE	ydcE 1531076-1531309
forward	1	1485259	1486059	1	1	gene	ydcF	ydcF 1485259-1486059
forward	1	1494880	1496535	1	1	gene	ydcg	ydcg 1494880-1496535
forward	1	1496732	1496899	1	1	gene	ydcH	ydcH 1496732-1496899
forward	1	1493312	1494655	1	1	gene	ydcJ	ydcJ 1493312-1494655
forward	1	1500481	1501149	1	1	gene	ydcL	ydcL 1500481-1501149
forward	1	1501681	1502889	1	1	gene	ydcM	ydcM 1501681-1502889
forward	1	1504196	1504732	1	1	gene	ydcN	ydcN 1504196-1504732
forward	1	1504763	1506766	1	1	gene	ydcP	ydcP 1504763-1506766
forward	1	1507511	1507948	1	1	gene	ydcQ	ydcQ 1507511-1507948
forward	1	1508027	1509433	1	1	gene	ydcR	ydcR 1508027-1509433
forward	1	1509678	1510823	1	1	gene	ydcS	ydcS 1509678-1510823
forward	1	1510841	1511854	1	1	gene	ydcT	ydcT 1510841-1511854
forward	1	1511855	1512796	1	1	gene	ydcU	ydcU 1511855-1512796
forward	1	1512786	1513580	1	1	gene	ydcV	ydcV 1512786-1513580
forward	1	1513602	1515026	1	1	gene	ydcW	ydcW 1513602-1515026
forward	1	1515338	1515586	1	1	gene	ydcX	ydcX 1515338-1515586
forward	1	1515672	1515905	1	1	gene	ydcY	ydcY 1515672-1515905
forward	1	1615052	1616242	1	1	gene	ydeA	ydeA 1615052-1616242
forward	1	1619356	1620543	1	1	gene	ydeF	ydeF 1619356-1620543
forward	1	1622797	1623315	1	1	gene	ydeJ	ydeJ 1622797-1623315
forward	1	1601043	1602071	1	1	gene	ydeY	ydeY 1601043-1602071
forward	1	1602071	1603063	1	1	gene	ydeZ	ydeZ 1602071-1603063
forward	1	1646532	1646687	1	1	gene	ydfA	ydfA 1646532-1646687
forward	1	1646647	1646817	1	1	gene	ydfB	ydfB 1646647-1646817
forward	1	1646847	1647065	1	1	gene	ydfC	ydfC 1646847-1647065
forward	1	1647818	1648009	1	1	gene	ydfD	ydfD 1647818-1648009
forward	1	1648102	1649022	1	1	gene	ydfE	ydfE 1648102-1649022
forward	1	1625541	1626287	1	1	gene	ydfG	ydfG 1625541-1626287
forward	1	1626376	1627062	1	1	gene	ydfH	ydfH 1626376-1627062
forward	1	1631063	1631329	1	1	gene	ydfK	ydfK 1631063-1631329
forward	1	1635056	1635481	1	1	gene	ydfO	ydfO 1635056-1635481
forward	1	1643921	1644226	1	1	gene	ydfV	ydfV 1643921-1644226
